itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.rt,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,feedback_text.started,feedback_text.stopped,feedback_cont.keys,feedback_cont.rt,feedback_cont.started,feedback_cont.stopped,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.02984133712016,None,4,37.30925286421552,180.02984133712016,None,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
5,karton,hentes,,,,,,,,,0,0,0,0,0,0,0,4,,,,,,,,,,,,,221.3923079506494,None,222.39205603580922,None,222.39205603580922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.38007235247642,None,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
8,szalvéta,puska,,,,,,,,,0,0,0,0,0,1,1,7,,,,,,,,,,,,,228.38600728008896,None,229.40550673450343,None,229.40550673450343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,2,2,6,,,,,,,,,,,,,235.38247518474236,None,236.40222313301638,None,236.40222313301638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,242.3820870493073,None,243.39252752088942,None,243.39252752088942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
6,menta,triatlon,,,,,,,,,0,0,0,0,0,4,4,5,,,,,,,,,,,,,249.38283004262485,None,250.38972846674733,None,250.38972846674733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
10,málna,dominó,,,,,,,,,0,0,0,0,0,5,5,9,,,,,,,,,,,,,256.3876475256402,None,257.3959821755998,None,257.3959821755998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
3,fogó,limonádé,,,,,,,,,0,0,0,0,0,6,6,2,,,,,,,,,,,,,263.38195207272656,None,264.39887111028656,None,264.39887111028656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
4,mocsár,ananász,,,,,,,,,0,0,0,0,0,7,7,3,,,,,,,,,,,,,270.3979729251005,None,271.3990745083429,None,271.3990745083429,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
9,szilva,kecske,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,277.3817807084415,None,278.39867362147197,None,278.39867362147197,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,9,9,1,,,,,,,,,,,,,284.38647316698916,None,285.3964539717417,None,285.3964539717417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,0,0,8,,,,,,,,,305.3815306595061,None,,,,,,,,,,,kecske,306.3817863066215,None,4,0.6832646424882114,306.3817863066215,None,306.3817863066215,None,306.3817863066215,None,szilva,307.09362275968306,None,307.09362275968306,None,down,2.4854358995798975,307.09362275968306,None,309.60435308888555,None,4,1.2729447789024562,309.60435308888555,None,,,,,,,301.3697998239659,None,291.38970296434127,None,u,5.405549653340131,291.38970296434127,None,296.8308637381997,None,4,4.5085305836983025,296.8308637381997,None,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,310.9077301165089,None,,,,,,,,,,,tisztás,311.92393477330916,None,4,1.1240245297085494,311.92393477330916,None,311.92393477330916,None,311.92393477330916,None, kötény,313.0817099856213,None,313.0817099856213,None,down,2.481127844657749,313.0817099856213,None,315.5988401963841,None,4,0.6871519065462053,315.5988401963841,None,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,2,2,0,,,,,,,,,316.31894816528074,None,,,,,,,,,,,bagoly,317.335444545839,None,4,1.0544574623927474,317.335444545839,None,317.335444545839,None,317.335444545839,None, kirakó,318.41844862746075,None,318.41844862746075,None,down,2.1363447215408087,318.41844862746075,None,320.5842449956108,None,4,0.7956189827527851,320.5842449956108,None,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,3,3,5,,,,,,,,,321.40181229426526,None,,,,,,,,,,,triatlon,322.4287933090236,None,4,1.0128890220075846,322.4287933090236,None,322.4287933090236,None,322.4287933090236,None, menta,323.48149731964804,None,323.48149731964804,None,down,1.5536948759108782,323.48149731964804,None,325.0686231639702,None,4,0.6632302575744689,325.0686231639702,None,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,4,4,2,,,,,,,,,325.7607639178168,None,,,,,,,,,,,fogó,326.7665735098999,None,4,3.7523602244909853,326.7665735098999,None,326.7665735098999,None,326.7665735098999,None, limonádé,330.552081376547,None,330.552081376547,None,down,2.6426665405742824,330.552081376547,None,333.22667050664313,None,4,0.9729891284368932,333.22667050664313,None,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
4,mocsár,ananász,,,,,,,,,0,0,0,0,,,,,0,5,5,3,,,,,,,,,334.21850970899686,None,,,,,,,,,,,mocsár,335.23426713910885,None,4,0.9503024844452739,335.23426713910885,None,335.23426713910885,None,335.23426713910885,None, ananász,336.20662616961636,None,336.20662616961636,None,down,2.0600095414556563,336.20662616961636,None,338.2933974668849,None,4,0.496111802989617,338.2933974668849,None,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,6,6,4,,,,,,,,,338.8110769141931,None,,,,,,,,,,,karton,339.83215938927606,None,4,1.3014198667369783,339.83215938927606,None,339.83215938927606,None,339.83215938927606,None, hentes,341.1657606025692,None,341.1657606025692,None,down,1.7407083846628666,341.1657606025692,None,342.9448483721353,None,4,0.5869662980549037,342.9448483721353,None,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,7,7,6,,,,,,,,,343.5725679642055,None,,,,,,,,,,,csavarhúzó,344.59300354658626,None,4,1.0853994500357658,344.59300354658626,None,344.59300354658626,None,344.59300354658626,None, hering,345.71872243704274,None,345.71872243704274,None,down,1.8596887078601867,345.71872243704274,None,347.614321453264,None,4,0.7351211616769433,347.614321453264,None,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,8,8,7,,,,,,,,,348.3740957500413,None,,,,,,,,,,,puska,349.39720847224817,None,4,1.3382118770387024,349.39720847224817,None,349.39720847224817,None,349.39720847224817,None, szalvéta,350.7636755560525,None,350.7636755560525,None,down,3.630842092214152,350.7636755560525,None,354.42519185948186,None,4,0.5071929467376322,354.42519185948186,None,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,9,9,9,,,,,,,,,354.95907720783725,None,,,,,,,,,,,málna,355.9797559971921,None,4,0.9685597810894251,355.9797559971921,None,355.9797559971921,None,355.9797559971921,None,dominó,356.9732457085047,None,356.9732457085047,None,down,2.2211389536969364,356.9732457085047,None,359.2144451714121,None,4,1.0478448527865112,359.2144451714121,None,,,,,,,,,,,,,,,,,,,,,004077,2022_May_12_1111,palt,2021.1.2,51.02671651147944,
