itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,feedback_text.started,feedback_text.stopped,feedback_cont.keys,feedback_cont.rt,feedback_cont.started,feedback_cont.stopped,cue_resp.rt,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,1,1,8,,,,,,,,,378.231064830441,None,,,,,,,,,,,szilva,379.24539725808427,None,None,379.24539725808427,None,379.24539725808427,None,379.24539725808427,None, ,394.2592852571979,None,394.2592852571979,None,down,2.6750475680455565,394.2592852571979,None,396.99198380531743,None,4,5.2264865026809275,396.99198380531743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,2,2,7,,,,,,,,,402.2557774139568,None,,,,,,,,,,,szalvéta,403.2738826624118,None,None,403.2738826624118,None,403.2738826624118,None,403.2738826624118,None, ,418.25929738627747,None,418.25929738627747,None,down,1.3789052315987647,418.25929738627747,None,419.6678860196844,None,4,2.058205815497786,419.6678860196844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,3,3,4,,,,,,,,,421.76919423788786,None,,,,,,,,,,,hentes,422.79048699280247,None,None,422.79048699280247,None,422.79048699280247,None,422.79048699280247,None, ,437.7665845816955,None,437.7665845816955,None,down,1.5833693584427238,437.7665845816955,None,439.370287861675,None,4,1.6216449388302863,439.370287861675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,4,4,1,,,,,,,,,441.0256319185719,None,,,,,,,,,,,tisztás,442.03434414602816,None,None,442.03434414602816,None,442.03434414602816,None,442.03434414602816,None, ,457.03866558289155,None,457.03866558289155,None,down,1.3990985783748329,457.03866558289155,None,458.4714555046521,None,4,7.454145189374685,458.4714555046521,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,465.95231678150594,None,,,,,,,,,,,menta,466.9712297138758,None,4,466.9712297138758,None,466.9712297138758,None,466.9712297138758,None, ,480.1468641515821,None,480.1468641515821,None,down,1.6506096040830016,480.1468641515821,None,481.8213743008673,None,4,1.1601459989324212,481.8213743008673,None,13.141203209757805,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,6,6,0,,,,,,,,,483.00834461767226,None,,,,,,,,,,,kirakó,484.0243875812739,None,4,484.0243875812739,None,484.0243875812739,None,484.0243875812739,None, ,489.9351638350636,None,489.9351638350636,None,down,1.622234296053648,489.9351638350636,None,491.58796696877107,None,4,0.517383090686053,491.58796696877107,None,5.8680159584619105,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,7,7,9,,,,,,,,,492.12439174903557,None,,,,,,,,,,,dominó,493.13177628908306,None,4,493.13177628908306,None,493.13177628908306,None,493.13177628908306,None, ,498.142250679899,None,498.142250679899,None,down,1.9269013232551515,498.142250679899,None,500.10928926896304,None,4,1.2749662091955543,500.10928926896304,None,4.984462732914835,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,8,8,6,,,,,,,,,501.41295298887417,None,,,,,,,,,,,csavarhúzó,502.4269884051755,None,4,502.4269884051755,None,502.4269884051755,None,502.4269884051755,None, ,512.7552350182086,None,512.7552350182086,None,down,1.6497583789750934,512.7552350182086,None,514.4434269689955,None,4,1.432716524694115,514.4434269689955,None,10.288408535998315,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,9,9,2,,,,,,,,,515.9203617880121,None,,,,,,,,,,,limonádé,516.9377355487086,None,4,516.9377355487086,None,516.9377355487086,None,516.9377355487086,None, ,521.5797047675587,None,521.5797047675587,None,down,1.801835933700204,521.5797047675587,None,523.4162397063337,None,4,1.555716518778354,523.4162397063337,None,4.612309454008937,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,36.8531569968909,525.0303464676253,None,525.0303464676253,None,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
2,kötény,tisztás,,,,,,,,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,565.939451682847,None,566.9303367021494,None,566.9303367021494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.9418458119035,None,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,0,1,1,6,,,,,,,,,,,,,572.9369082711637,None,573.9402341754176,None,573.9402341754176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
8,szalvéta,puska,,,,,,,,,1,0,1,0,0,2,2,7,,,,,,,,,,,,,579.9230485735461,None,580.9340855753981,None,580.9340855753981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,0,3,3,0,,,,,,,,,,,,,586.9367253994569,None,587.9372310959734,None,587.9372310959734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
6,menta,triatlon,,,,,,,,,1,0,1,0,0,4,4,5,,,,,,,,,,,,,593.9237408745103,None,594.9421490430832,None,594.9421490430832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
3,fogó,limonádé,,,,,,,,,1,0,1,0,0,5,5,2,,,,,,,,,,,,,600.9364722399041,None,601.9377529649064,None,601.9377529649064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
10,málna,dominó,,,,,,,,,1,0,1,0,0,6,6,9,,,,,,,,,,,,,607.9214369375259,None,608.9407631978393,None,608.9407631978393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
4,mocsár,ananász,,,,,,,,,1,0,1,0,0,7,7,3,,,,,,,,,,,,,614.9362890571356,None,615.9387223725207,None,615.9387223725207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
9,szilva,kecske,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,621.9321601334959,None,622.9364772159606,None,622.9364772159606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
5,karton,hentes,,,,,,,,,1,0,1,0,0,9,9,4,,,,,,,,,,,,,628.936236185953,None,629.9427038789727,None,629.9427038789727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
5,karton,hentes,,,,,,,,,1,0,1,0,,,,,0,0,0,4,,,,,,,,,642.8954778397456,None,,,,,,,,,,,hentes,643.8869596803561,None,4,643.8869596803561,None,643.8869596803561,None,643.8869596803561,None, kötény,651.3141685891896,None,651.3141685891896,None,down,3.681341719813645,651.3141685891896,None,655.0180529993959,None,4,5.203285100404173,655.0180529993959,None,7.382462525274605,,,,,,,638.8751986552961,None,635.9206074830145,None,u,1.4271473297849298,635.9206074830145,None,637.3749199938029,None,4,1.4686471153981984,637.3749199938029,None,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,,,,,0,1,1,6,,,,,,,,,660.2456028335728,None,,,,,,,,,,,csavarhúzó,661.2586881243624,None,None,661.2586881243624,None,661.2586881243624,None,661.2586881243624,None, himpellér,676.2524434234947,None,676.2524434234947,None,down,3.3187749073840678,676.2524434234947,None,679.6159706236795,None,4,6.425252676941454,679.6159706236795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,,,,,0,2,2,0,,,,,,,,,686.0739822466858,None,,,,,,,,,,,kirakó,687.0805168058723,None,None,687.0805168058723,None,687.0805168058723,None,687.0805168058723,None, ,702.0970163270831,None,702.0970163270831,None,down,1.7460385533049703,702.0970163270831,None,703.8676981097087,None,4,1.2233033501543105,703.8676981097087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
3,fogó,limonádé,,,,,,,,,1,0,1,0,,,,,0,3,3,2,,,,,,,,,705.1283328244463,None,,,,,,,,,,,limonádé,706.1512247752398,None,4,706.1512247752398,None,706.1512247752398,None,706.1512247752398,None, fogó,714.875085759908,None,714.875085759908,None,down,2.1837846762500703,714.875085759908,None,717.0964300800115,None,4,4.858295758720487,717.0964300800115,None,8.679513623006642,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
8,szalvéta,puska,,,,,,,,,1,0,1,0,,,,,0,4,4,7,,,,,,,,,721.9726724736392,None,,,,,,,,,,,szalvéta,722.978576311376,None,4,722.978576311376,None,722.978576311376,None,722.978576311376,None, ,734.3231684979983,None,734.3231684979983,None,down,1.4715189500711858,734.3231684979983,None,735.8300722218119,None,4,1.433495907112956,735.8300722218119,None,11.300911622587591,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
10,málna,dominó,,,,,,,,,1,0,1,0,,,,,0,5,5,9,,,,,,,,,737.2934225839563,None,,,,,,,,,,,dominó,738.3168326718733,None,4,738.3168326718733,None,738.3168326718733,None,738.3168326718733,None, ,745.085343006067,None,745.085343006067,None,down,1.413224808871746,745.085343006067,None,746.5282695656642,None,4,1.361257784999907,746.5282695656642,None,6.731671293266118,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
6,menta,triatlon,,,,,,,,,1,0,1,0,,,,,0,6,6,5,,,,,,,,,747.921944189351,None,,,,,,,,,,,menta,748.928376427386,None,4,748.928376427386,None,748.928376427386,None,748.928376427386,None, ,759.116363113746,None,759.116363113746,None,down,1.5739862900227308,759.116363113746,None,760.7183023644611,None,4,0.7339920247904956,760.7183023644611,None,10.145974672865123,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
2,kötény,tisztás,,,,,,,,,1,0,1,0,,,,,0,7,7,1,,,,,,,,,761.4715833282098,None,,,,,,,,,,,tisztás,762.47649754351,None,4,762.47649754351,None,762.47649754351,None,762.47649754351,None, ,767.1750385491177,None,767.1750385491177,None,down,2.411217261105776,767.1750385491177,None,769.6170044094324,None,4,4.809397126547992,769.6170044094324,None,4.66778618702665,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
4,mocsár,ananász,,,,,,,,,1,0,1,0,,,,,0,8,8,3,,,,,,,,,774.4602835262194,None,,,,,,,,,,,mocsár,775.4703787998296,None,None,775.4703787998296,None,775.4703787998296,None,775.4703787998296,None, ,790.4790919604711,None,790.4790919604711,None,down,1.4268826628103852,790.4790919604711,None,791.9336632285267,None,4,6.057215570472181,791.9336632285267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
9,szilva,kecske,,,,,,,,,1,0,1,0,,,,,0,9,9,8,,,,,,,,,798.0256228996441,None,,,,,,,,,,,szilva,799.0404815501533,None,None,799.0404815501533,None,799.0404815501533,None,799.0404815501533,None, ,814.0459117251448,None,814.0459117251448,None,down,1.555810131598264,814.0459117251448,None,815.6336886687204,None,4,2.14500837540254,815.6336886687204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.418008712120354,817.805687439628,None,817.805687439628,None,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
3,fogó,limonádé,,,,,,,,,2,0,2,0,0,0,0,2,,,,,,,,,,,,,826.2686910293996,None,827.2614038339816,None,827.2614038339816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.2570391674526,None,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
10,málna,dominó,,,,,,,,,2,0,2,0,0,1,1,9,,,,,,,,,,,,,833.2740145288408,None,834.267290877644,None,834.267290877644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
6,menta,triatlon,,,,,,,,,2,0,2,0,0,2,2,5,,,,,,,,,,,,,840.2606966048479,None,841.2723130118102,None,841.2723130118102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
7,csavarhúzó,hering,,,,,,,,,2,0,2,0,0,3,3,6,,,,,,,,,,,,,847.2543402523734,None,848.2663870924152,None,848.2663870924152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
1,bagoly,kirakó,,,,,,,,,2,0,2,0,0,4,4,0,,,,,,,,,,,,,854.2502651331015,None,855.2690511750989,None,855.2690511750989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
8,szalvéta,puska,,,,,,,,,2,0,2,0,0,5,5,7,,,,,,,,,,,,,861.253889604006,None,862.2627595118247,None,862.2627595118247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
4,mocsár,ananász,,,,,,,,,2,0,2,0,0,6,6,3,,,,,,,,,,,,,868.2534168739803,None,869.2626208029687,None,869.2626208029687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288292,2022_Jun_17_1129,palt,2021.1.2,53.00444104083547,
