itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,enc_repeat.thisRepN,enc_repeat.thisTrialN,enc_repeat.thisN,enc_repeat.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.rt,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,end_text.started,end_text.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,31.039298481307924,None,4,74.36684999475256,31.039298481307924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
1,sapka,beton,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,105.4389655799605,None,108.4658707594499,None,109.46473403042182,None,109.46473403042182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
2,lepke,szintetizátor,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,115.44685706077144,None,116.45813944656402,None,116.45813944656402,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
3,majoránna,szikla,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,122.44594643358141,None,123.46045986702666,None,123.46045986702666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
4,kard,harcsa,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,129.44471267051995,None,130.46061910223216,None,130.46061910223216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.44650313537568,None,4,13.77878257073462,136.44650313537568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
4,kard,harcsa,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,150.27488596970215,None,,,,,,,,,,,harcsa,151.27710282430053,None,4,4.1301391501910985,151.27710282430053,None,151.27710282430053,None,151.27710282430053,None, kard,155.46399445692077,None,155.46399445692077,None,return,2.6795083358883858,155.46399445692077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
1,sapka,beton,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,158.17919670743868,None,,,,,,,,,,,sapka,159.1980673428625,None,4,1.7109318193979561,159.1980673428625,None,159.1980673428625,None,159.1980673428625,None," 
beton",160.95373310521245,None,160.95373310521245,None,return,2.885284287855029,160.95373310521245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
3,majoránna,szikla,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,163.8653472107835,None,,,,,,,,,,,majoránna,164.8937134994194,None,4,1.3242716379463673,164.8937134994194,None,164.8937134994194,None,164.8937134994194,None," 
szikla
",166.2677126028575,None,166.2677126028575,None,return,2.9473932362161577,166.2677126028575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
2,lepke,szintetizátor,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,169.2526132329367,None,,,,,,,,,,,lepke,170.27367490995675,None,4,0.9012068919837475,170.27367490995675,None,170.27367490995675,None,170.27367490995675,None, szintetizátor,171.2030994296074,None,171.2030994296074,None,return,4.588443742133677,171.2030994296074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.82570848846808,None,4,18.143360040616244,175.82570848846808,None,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,198.04762537172064,None,199.01562870293856,None,199.01562870293856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.00664278957993,None,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
12,koktél,tolltartó,,,,,,,,,0,0,0,0,0,1,1,11,,,,,,,,,,,,,205.01052850624546,None,206.0299773029983,None,206.0299773029983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
5,mocsár,ananász,,,,,,,,,0,0,0,0,0,2,2,4,,,,,,,,,,,,,212.01061776513234,None,213.02856968715787,None,213.02856968715787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
4,fogó,limonádé,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,219.00043292110786,None,220.02303501404822,None,220.02303501404822,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
8,pelikán,kakaó,,,,,,,,,0,0,0,0,0,4,4,7,,,,,,,,,,,,,226.01209038123488,None,227.02433004509658,None,227.02433004509658,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
6,karton,hentes,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,233.01012699631974,None,234.02375841513276,None,234.02375841513276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
13,tenisz,pizsama,,,,,,,,,0,0,0,0,0,6,6,12,,,,,,,,,,,,,240.00995998596773,None,241.02958450140432,None,241.02958450140432,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
3,hárfa,elefánt,,,,,,,,,0,0,0,0,0,7,7,2,,,,,,,,,,,,,247.00947543792427,None,248.01722354488447,None,248.01722354488447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
9,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,254.01023491565138,None,255.02706939121708,None,255.02706939121708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
7,menta,triatlon,,,,,,,,,0,0,0,0,0,9,9,6,,,,,,,,,,,,,261.0119849499315,None,262.03088544216007,None,262.03088544216007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
14,lándzsa,fénymásoló,,,,,,,,,0,0,0,0,0,10,10,13,,,,,,,,,,,,,268.0090011525899,None,269.0186902517453,None,269.0186902517453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
15,málna,dominó,,,,,,,,,0,0,0,0,0,11,11,14,,,,,,,,,,,,,275.01166181406006,None,276.02019023662433,None,276.02019023662433,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
11,szilva,kecske,,,,,,,,,0,0,0,0,0,12,12,10,,,,,,,,,,,,,282.00808181706816,None,283.0235279593617,None,283.0235279593617,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
10,szalvéta,puska,,,,,,,,,0,0,0,0,0,13,13,9,,,,,,,,,,,,,289.0101832887158,None,290.02862255834043,None,290.02862255834043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,14,14,0,,,,,,,,,,,,,296.0160610023886,None,297.03238822566345,None,297.03238822566345,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11.322816749103367,303.0449923896231,None,303.0449923896231,None,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
11,szilva,kecske,,,,,,,,,1,0,1,0,0,0,0,10,,,,,,,,,,,,,314.4242534134537,None,315.42407489567995,None,315.42407489567995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
13,tenisz,pizsama,,,,,,,,,1,0,1,0,0,1,1,12,,,,,,,,,,,,,321.4262407454662,None,322.41862699296325,None,322.41862699296325,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
8,pelikán,kakaó,,,,,,,,,1,0,1,0,0,2,2,7,,,,,,,,,,,,,328.41123405564576,None,329.4239374306053,None,329.4239374306053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
5,mocsár,ananász,,,,,,,,,1,0,1,0,0,3,3,4,,,,,,,,,,,,,335.41111431783065,None,336.43047354510054,None,336.43047354510054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,0,4,4,0,,,,,,,,,,,,,342.4292823895812,None,343.4241308765486,None,343.4241308765486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
2,kötény,tisztás,,,,,,,,,1,0,1,0,0,5,5,1,,,,,,,,,,,,,349.4106425209902,None,350.419011708349,None,350.419011708349,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
10,szalvéta,puska,,,,,,,,,1,0,1,0,0,6,6,9,,,,,,,,,,,,,356.40939600672573,None,357.4220318933949,None,357.4220318933949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
4,fogó,limonádé,,,,,,,,,1,0,1,0,0,7,7,3,,,,,,,,,,,,,363.4103333805688,None,364.42775659123436,None,364.42775659123436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
15,málna,dominó,,,,,,,,,1,0,1,0,0,8,8,14,,,,,,,,,,,,,370.40841913502663,None,371.4189271144569,None,371.4189271144569,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
14,lándzsa,fénymásoló,,,,,,,,,1,0,1,0,0,9,9,13,,,,,,,,,,,,,377.40849470952526,None,378.41574862692505,None,378.41574862692505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
12,koktél,tolltartó,,,,,,,,,1,0,1,0,0,10,10,11,,,,,,,,,,,,,384.40948619833216,None,385.42224026750773,None,385.42224026750773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
6,karton,hentes,,,,,,,,,1,0,1,0,0,11,11,5,,,,,,,,,,,,,391.42119373055175,None,392.4208768145181,None,392.4208768145181,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
9,csavarhúzó,hering,,,,,,,,,1,0,1,0,0,12,12,8,,,,,,,,,,,,,398.40964356809855,None,399.4240972879343,None,399.4240972879343,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
7,menta,triatlon,,,,,,,,,1,0,1,0,0,13,13,6,,,,,,,,,,,,,405.41036323690787,None,406.4240126940422,None,406.4240126940422,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
3,hárfa,elefánt,,,,,,,,,1,0,1,0,0,14,14,2,,,,,,,,,,,,,412.4086884665303,None,413.4259676816873,None,413.4259676816873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.1471903976053,419.43108031898737,None,419.43108031898737,None,,,,,,,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.60541381593794,None,u,23.590618299786,423.60541381593794,None,,,,,,,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.2378814727999,None,4,10.766863243188709,447.2378814727999,None,,,4702857,2022_Mar_22_1421,palt,2021.1.2,59.83245097743691,
