itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int_key.started,int_key.keys,int_key.rt,prepare_gyak_text.started,fix.started,word1.started,word2.started,gykrec_inst.started,gyakrec_inst.started,gyakrec_inst.keys,gyakrec_inst.rt,cueword1.started,cue_resp.started,cue_cont_text.started,cue_space.started,cueword,cue_resp.keys,cue_resp.rt,test_ansbox.started,ans_text.started,ans_continue.started,test_ansbox.text,ans_continue.keys,ans_continue.rt,feedback_text.started,feedback_cont.started,feedback_cont.keys,feedback_cont.rt,main_prep.started,main_prep_resp.started,main_prep_resp.keys,main_prep_resp.rt,preparation.started,break_text.started,key_resp.started,key_resp.keys,key_resp.rt,test_instruction.started,test_i_key.started,test_i_key.keys,test_i_key.rt,rep_routine.started,encrep_textbox.started,rep_routine.keys,rep_routine.rt,fix.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
10,málna,dominó,,,,,,,,,2,0,2,0,,,,,0,1,1,9,,,,,,1174.7307776277885,,,,,,,1175.7605754612014,1175.7605754612014,1175.7605754612014,1175.7605754612014,málna,4,4.226489302702248,1180.0367814814672,1180.0367814814672,1180.0367814814672, dominó,down,2.5700574424117804,1182.6684603439644,1182.6684603439644,4,9.388923276215792,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
2,kötény,tisztás,,,,,,,,,2,0,2,0,,,,,0,2,2,1,,,,,,1192.084265314974,,,,,,,1193.1046113539487,1193.1046113539487,1193.1046113539487,1193.1046113539487,kötény,4,8.006445127539337,1201.140491538681,1201.140491538681,1201.140491538681, tisztás,down,2.457718200981617,1203.6255361745134,1203.6255361745134,4,8.785902719944715,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
5,karton,hentes,,,,,,,,,2,0,2,0,,,,,0,3,3,4,,,,,,1212.438474226743,,,,,,,1213.462200904265,1213.462200904265,1213.462200904265,1213.462200904265,karton,None,,1228.466633678414,1228.466633678414,1228.466633678414, ,down,1.4199489634484053,1229.9375197486952,1229.9375197486952,4,1.1993250725790858,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
3,fogó,limonádé,,,,,,,,,2,0,2,0,,,,,0,4,4,2,,,,,,1231.1624069157988,,,,,,,1232.1881504692137,1232.1881504692137,1232.1881504692137,1232.1881504692137,fogó,None,,1247.1710286345333,1247.1710286345333,1247.1710286345333, ,down,0.9871938321739435,1248.1797274835408,1248.1797274835408,4,3.6854551201686263,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
6,menta,triatlon,,,,,,,,,2,0,2,0,,,,,0,5,5,5,,,,,,1251.8841327019036,,,,,,,1252.9081790940836,1252.9081790940836,1252.9081790940836,1252.9081790940836,triatlon,None,,1267.9044647449628,1267.9044647449628,1267.9044647449628, ,down,1.1330828871577978,1269.0551451649517,1269.0551451649517,4,1.9582581082358956,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
9,szilva,kecske,,,,,,,,,2,0,2,0,,,,,0,6,6,8,,,,,,1271.045433057472,,,,,,,1272.0665671853349,1272.0665671853349,1272.0665671853349,1272.0665671853349,kecske,None,,1287.0577405132353,1287.0577405132353,1287.0577405132353, ,down,1.6752398032695055,1288.7750310376287,1288.7750310376287,4,5.552187948487699,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
1,bagoly,kirakó,,,,,,,,,2,0,2,0,,,,,0,7,7,0,,,,,,1294.3499506115913,,,,,,,1295.3731939857826,1295.3731939857826,1295.3731939857826,1295.3731939857826,kirakó,4,6.21878878492862,1301.620918973349,1301.620918973349,1301.620918973349, bagoly,down,3.3681645328179,1305.0363202588633,1305.0363202588633,4,3.4825946697965264,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
7,csavarhúzó,hering,,,,,,,,,2,0,2,0,,,,,0,8,8,6,,,,,,1308.5434790039435,,,,,,,1309.5730118602514,1309.5730118602514,1309.5730118602514,1309.5730118602514,hering,4,4.583643755875528,1314.185021745041,1314.185021745041,1314.185021745041, csavarhúzó,down,3.140263403765857,1317.3641035798937,1317.3641035798937,4,2.523850290104747,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
4,mocsár,ananász,,,,,,,,,2,0,2,0,,,,,0,9,9,3,,,,,,1319.9088701503351,,,,,,,1320.9343645889312,1320.9343645889312,1320.9343645889312,1320.9343645889312,ananász,None,,1335.9297386799008,1335.9297386799008,1335.9297386799008, ,down,1.1231564963236451,1337.1453239563853,1337.1453239563853,4,8.945784574374557,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.1452421611175,1346.1452421611175,4,34.42630064673722,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
6,menta,triatlon,,,,,,,,,3,0,3,0,0,0,0,5,,,,,,,,,,1384.6189742507413,1385.6174406781793,1385.6174406781793,,,,,,,,,,,,,,,,,,,,,,,,,,1380.5981909371912,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
8,szalvéta,puska,,,,,,,,,3,0,3,0,0,1,1,7,,,,,,,,,,1391.6097043938935,1392.6258148364723,1392.6258148364723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
2,kötény,tisztás,,,,,,,,,3,0,3,0,0,2,2,1,,,,,,,,,,1398.60191586148,1399.622026156634,1399.622026156634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
10,málna,dominó,,,,,,,,,3,0,3,0,0,3,3,9,,,,,,,,,,1405.6117750750855,1406.6218986436725,1406.6218986436725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
5,karton,hentes,,,,,,,,,3,0,3,0,0,4,4,4,,,,,,,,,,1412.5995494136587,1413.6252065077424,1413.6252065077424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
1,bagoly,kirakó,,,,,,,,,3,0,3,0,0,5,5,0,,,,,,,,,,1419.601603610441,1420.6515792282298,1420.6515792282298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
9,szilva,kecske,,,,,,,,,3,0,3,0,0,6,6,8,,,,,,,,,,1426.5987662989646,1427.6183625012636,1427.6183625012636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
4,mocsár,ananász,,,,,,,,,3,0,3,0,0,7,7,3,,,,,,,,,,1433.6116746198386,1434.6222217790782,1434.6222217790782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
7,csavarhúzó,hering,,,,,,,,,3,0,3,0,0,8,8,6,,,,,,,,,,1440.6002162108198,1441.6229308741167,1441.6229308741167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
3,fogó,limonádé,,,,,,,,,3,0,3,0,0,9,9,2,,,,,,,,,,1447.608203788288,1448.6355387624353,1448.6355387624353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
1,bagoly,kirakó,,,,,,,,,3,0,3,0,,,,,0,0,0,0,,,,,,1463.5988938119262,,,,,,,1464.586354656145,1464.586354656145,1464.586354656145,1464.586354656145,kirakó,4,3.516411949880421,1468.1342241382226,1468.1342241382226,1468.1342241382226, bagoly,down,2.613492283038795,1470.7762237470597,1470.7762237470597,4,2.3559833457693458,,,,,1459.5669494122267,1454.5997111368924,1454.5997111368924,u,2.1958651253953576,1456.8289160057902,1456.8289160057902,4,2.707874638028443,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
9,szilva,kecske,,,,,,,,,3,0,3,0,,,,,0,1,1,8,,,,,,1473.1596601065248,,,,,,,1474.1831000363454,1474.1831000363454,1474.1831000363454,1474.1831000363454,kecske,4,4.471326285973191,1478.6836455417797,1478.6836455417797,1478.6836455417797, szilva,down,2.5430745277553797,1481.2620334587991,1481.2620334587991,4,1.7342566875740886,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
3,fogó,limonádé,,,,,,,,,3,0,3,0,,,,,0,2,2,2,,,,,,1483.0257342234254,,,,,,,1484.0512606948614,1484.0512606948614,1484.0512606948614,1484.0512606948614,fogó,4,4.199943974614143,1488.2927748858929,1488.2927748858929,1488.2927748858929,limonádé,down,3.3023039530962706,1491.6144914049655,1491.6144914049655,4,1.6320708729326725,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
10,málna,dominó,,,,,,,,,3,0,3,0,,,,,0,3,3,9,,,,,,1493.2743166564032,,,,,,,1494.3014510311186,1494.3014510311186,1494.3014510311186,1494.3014510311186,málna,4,2.8101982278749347,1497.1339233946055,1497.1339233946055,1497.1339233946055, dominó,down,2.428692596964538,1499.5957831265405,1499.5957831265405,4,1.3670701012015343,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
8,szalvéta,puska,,,,,,,,,3,0,3,0,,,,,0,4,4,7,,,,,,1500.9946699719876,,,,,,,1502.019611440599,1502.019611440599,1502.019611440599,1502.019611440599,puska,None,,1516.9997599022463,1516.9997599022463,1516.9997599022463, szalvéta,down,4.7389202285557985,1521.7766874581575,1521.7766874581575,4,3.089709003455937,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
4,mocsár,ananász,,,,,,,,,3,0,3,0,,,,,0,5,5,3,,,,,,1524.8975731544197,,,,,,,1525.9134179968387,1525.9134179968387,1525.9134179968387,1525.9134179968387,ananász,4,5.08262210059911,1531.0221420992166,1531.0221420992166,1531.0221420992166, mocsár,down,3.436762279830873,1534.4949660496786,1534.4949660496786,4,2.1303864615038037,,,,,,,,,,,,,,,,,,1525.9134179968387,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
5,karton,hentes,,,,,,,,,3,0,3,0,,,,,0,6,6,4,,,,,,1536.6548454165459,,,,,,,1537.6698713796213,1537.6698713796213,1537.6698713796213,1537.6698713796213,karton,None,,1552.6512175276875,1552.6512175276875,1552.6512175276875, harcsa,down,3.3269030041992664,1556.0204598661512,1556.0204598661512,4,4.861285382881761,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
2,kötény,tisztás,,,,,,,,,3,0,3,0,,,,,0,7,7,1,,,,,,1560.9083787603304,,,,,,,1561.9410854363814,1561.9410854363814,1561.9410854363814,1561.9410854363814,kötény,None,,1576.9234740780666,1576.9234740780666,1576.9234740780666, ,down,1.1663534184917808,1578.1166908415034,1578.1166908415034,4,2.884678350761533,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
7,csavarhúzó,hering,,,,,,,,,3,0,3,0,,,,,0,8,8,6,,,,,,1581.0246345046908,,,,,,,1582.0497028641403,1582.0497028641403,1582.0497028641403,1582.0497028641403,hering,4,3.8490062281489372,1585.9470660900697,1585.9470660900697,1585.9470660900697, csavarhúzó,down,3.839166296645999,1589.8286457406357,1589.8286457406357,4,1.7148293629288673,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
6,menta,triatlon,,,,,,,,,3,0,3,0,,,,,0,9,9,5,,,,,,1591.5718853948638,,,,,,,1592.5938978055492,1592.5938978055492,1592.5938978055492,1592.5938978055492,triatlon,None,,1607.5820565484464,1607.5820565484464,1607.5820565484464, ,down,1.9954818412661552,1609.6457770923153,1609.6457770923153,4,7.525235823355615,,,,,,,,,,,,,,,,,,,414789,2022-08-30_14h47.38.606,palt,2022.2.2,59.22753283170554,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617.229851450771,1617.229851450771,,,,,,,,,
