itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int_key.started,int_key.keys,int_key.rt,prepare_gyak_text.started,fix.started,word1.started,word2.started,gykrec_inst.started,gyakrec_inst.started,gyakrec_inst.keys,gyakrec_inst.rt,cueword1.started,cue_resp.started,cue_cont_text.started,cue_space.started,cueword,cue_resp.keys,cue_resp.rt,test_ansbox.started,ans_text.started,ans_continue.started,test_ansbox.text,ans_continue.keys,ans_continue.rt,feedback_text.started,feedback_cont.started,feedback_cont.keys,feedback_cont.rt,fix.stopped,main_prep.started,main_prep_resp.started,main_prep_resp.keys,main_prep_resp.rt,preparation.started,break_text.started,key_resp.started,key_resp.keys,key_resp.rt,test_instruction.started,test_i_key.started,test_i_key.keys,test_i_key.rt,rep_routine.started,encrep_textbox.started,rep_routine.keys,rep_routine.rt,preparation.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
6,menta,triatlon,,,,,,,,,2,0,2,0,0,6,6,5,,,,,,,,,,915.8573267506436,916.8646179847419,916.8646179847419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
9,szilva,kecske,,,,,,,,,2,0,2,0,0,7,7,8,,,,,,,,,,922.8670786675066,923.8726083608344,923.8726083608344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
5,karton,hentes,,,,,,,,,2,0,2,0,0,8,8,4,,,,,,,,,,929.8702770574018,930.8612880390137,930.8612880390137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
4,mocsár,ananász,,,,,,,,,2,0,2,0,0,9,9,3,,,,,,,,,,936.8731078375131,937.8733252305537,937.8733252305537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
2,kötény,tisztás,,,,,,,,,2,0,2,0,,,,,0,0,0,1,,,,,,950.6545409420505,,,,,,,951.6723351730034,951.6723351730034,951.6723351730034,951.6723351730034,kötény,4,3.2048685383051634,954.912430241704,954.912430241704,954.912430241704, ,down,0.9612740259617567,955.9053271664307,955.9053271664307,4,1.1482747048139572,,,,,,946.6491617755964,943.8585726423189,943.8585726423189,u,1.6473709205165505,945.5303050847724,945.5303050847724,4,1.0929370261728764,,,,,950.6545409420505,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
8,szalvéta,puska,,,,,,,,,2,0,2,0,,,,,0,1,1,7,,,,,,957.0757316118106,,,,,,,958.0845589060336,958.0845589060336,958.0845589060336,958.0845589060336,szalvéta,4,5.153308033011854,963.2603997429833,963.2603997429833,963.2603997429833, ,down,2.1332288375124335,965.4185782158747,965.4185782158747,4,0.8767384449020028,958.0845589060336,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
6,menta,triatlon,,,,,,,,,2,0,2,0,,,,,0,2,2,5,,,,,,966.3133952319622,,,,,,,967.3230199469253,967.3230199469253,967.3230199469253,967.3230199469253,menta,4,6.080809021368623,973.4331230511889,973.4331230511889,973.4331230511889, triatlon,down,2.8727031368762255,976.3455644892529,976.3455644892529,4,1.2110575651749969,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
1,bagoly,kirakó,,,,,,,,,2,0,2,0,,,,,0,3,3,0,,,,,,977.5746561512351,,,,,,,978.5852390769869,978.5852390769869,978.5852390769869,978.5852390769869,kirakó,4,3.7254238836467266,982.3438555086032,982.3438555086032,982.3438555086032,bagoly,down,2.4093875847756863,984.7715611401945,984.7715611401945,4,2.0801496878266335,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
4,mocsár,ananász,,,,,,,,,2,0,2,0,,,,,0,4,4,3,,,,,,986.881337066181,,,,,,,987.8887542579323,987.8887542579323,987.8887542579323,987.8887542579323,mocsár,4,12.635623898357153,1000.5650899056345,1000.5650899056345,1000.5650899056345, ,down,1.5002748491242528,1002.0968775581568,1002.0968775581568,4,1.0722149824723601,987.8887542579323,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
7,csavarhúzó,hering,,,,,,,,,2,0,2,0,,,,,0,5,5,6,,,,,,1003.2002501739189,,,,,,,1004.2148363729939,1004.2148363729939,1004.2148363729939,1004.2148363729939,csavarhúzó,4,4.303554599173367,1008.5524605577812,1008.5524605577812,1008.5524605577812,hering,down,3.305040898732841,1011.8944270145148,1011.8944270145148,4,0.9198075430467725,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
3,fogó,limonádé,,,,,,,,,2,0,2,0,,,,,0,6,6,2,,,,,,1012.8467276534066,,,,,,,1013.8730618078262,1013.8730618078262,1013.8730618078262,1013.8730618078262,fogó,4,7.586726229637861,1021.4948923420161,1021.4948923420161,1021.4948923420161, ,down,5.322399408556521,1026.8796458132565,1026.8796458132565,4,1.5358278565108776,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
10,málna,dominó,,,,,,,,,2,0,2,0,,,,,0,7,7,9,,,,,,1028.435565696098,,,,,,,1029.4548288099468,1029.4548288099468,1029.4548288099468,1029.4548288099468,málna,4,10.174495654180646,1039.6568965045735,1039.6568965045735,1039.6568965045735, ,down,2.32831443939358,1042.004683134146,1042.004683134146,4,1.0299501465633512,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
9,szilva,kecske,,,,,,,,,2,0,2,0,,,,,0,8,8,8,,,,,,1043.064243035391,,,,,,,1044.0776374582201,1044.0776374582201,1044.0776374582201,1044.0776374582201,kecske,4,4.545737141743302,1048.6666636606678,1048.6666636606678,1048.6666636606678, ,down,1.6222904324531555,1050.3206444801763,1050.3206444801763,4,0.8548351982608438,1044.0776374582201,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
5,karton,hentes,,,,,,,,,2,0,2,0,,,,,0,9,9,4,,,,,,1051.1994316047058,,,,,,,1052.2110265446827,1052.2110265446827,1052.2110265446827,1052.2110265446827,hentes,4,4.887138499878347,1057.1427171016112,1057.1427171016112,1057.1427171016112, karton,down,2.1856349697336555,1059.3538985271007,1059.3538985271007,4,5.602422411553562,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.990721435286,1064.990721435286,4,14.822953310795128,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
3,fogó,limonádé,,,,,,,,,3,0,3,0,0,0,0,2,,,,,,,,,,1083.8611766994,1084.8693116931245,1084.8693116931245,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.8451315686107,,,,,,,,,,,,,1083.8611766994,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
7,csavarhúzó,hering,,,,,,,,,3,0,3,0,0,1,1,6,,,,,,,,,,1090.8496719505638,1091.8735982943326,1091.8735982943326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
6,menta,triatlon,,,,,,,,,3,0,3,0,0,2,2,5,,,,,,,,,,1097.8546343687922,1098.8743080105633,1098.8743080105633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
10,málna,dominó,,,,,,,,,3,0,3,0,0,3,3,9,,,,,,,,,,1104.856174471788,1105.872620179318,1105.872620179318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
2,kötény,tisztás,,,,,,,,,3,0,3,0,0,4,4,1,,,,,,,,,,1111.849435585551,1112.8691515251994,1112.8691515251994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
4,mocsár,ananász,,,,,,,,,3,0,3,0,0,5,5,3,,,,,,,,,,1118.8514872947708,1119.8599892761558,1119.8599892761558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
8,szalvéta,puska,,,,,,,,,3,0,3,0,0,6,6,7,,,,,,,,,,1125.8560360744596,1126.8775969035923,1126.8775969035923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
9,szilva,kecske,,,,,,,,,3,0,3,0,0,7,7,8,,,,,,,,,,1132.860382388346,1133.8731675501913,1133.8731675501913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
1,bagoly,kirakó,,,,,,,,,3,0,3,0,0,8,8,0,,,,,,,,,,1139.861100813374,1140.8535293629393,1140.8535293629393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
5,karton,hentes,,,,,,,,,3,0,3,0,0,9,9,4,,,,,,,,,,1146.864372911863,1147.873458652757,1147.873458652757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
7,csavarhúzó,hering,,,,,,,,,3,0,3,0,,,,,0,0,0,6,,,,,,1160.9303180845454,,,,,,,1161.948242938146,1161.948242938146,1161.948242938146,1161.948242938146,csavarhúzó,4,4.857389493845403,1166.835414795205,1166.835414795205,1166.835414795205, hering,down,2.251900790259242,1169.1156673198566,1169.1156673198566,4,1.7340586660429835,,,,,,1156.9167622495443,1153.855433032848,1153.855433032848,u,1.6483611650764942,1155.531589852646,1155.531589852646,4,1.357924424111843,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
8,szalvéta,puska,,,,,,,,,3,0,3,0,,,,,0,1,1,7,,,,,,1170.8779800636694,,,,,,,1171.9069736339152,1171.9069736339152,1171.9069736339152,1171.9069736339152,szalvéta,4,7.658975501544774,1179.6028501251712,1179.6028501251712,1179.6028501251712, puska,down,2.5565489679574966,1182.1859037596732,1182.1859037596732,4,1.6915045930072665,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
3,fogó,limonádé,,,,,,,,,3,0,3,0,,,,,0,2,2,2,,,,,,1183.894406799227,,,,,,,1184.9028061488643,1184.9028061488643,1184.9028061488643,1184.9028061488643,fogó,None,,1199.903033494018,1199.903033494018,1199.903033494018, lepke,down,9.231834658421576,1209.177071178332,1209.177071178332,4,3.1980276415124536,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
1,bagoly,kirakó,,,,,,,,,3,0,3,0,,,,,0,3,3,0,,,,,,1212.3938068673015,,,,,,,1213.4053476927802,1213.4053476927802,1213.4053476927802,1213.4053476927802,kirakó,4,4.9079983197152615,1218.3420299012214,1218.3420299012214,1218.3420299012214, ,down,2.2652410995215178,1220.635572662577,1220.635572662577,4,4.635107005946338,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
5,karton,hentes,,,,,,,,,3,0,3,0,,,,,0,4,4,4,,,,,,1225.2964864363894,,,,,,,1226.3094289675355,1226.3094289675355,1226.3094289675355,1226.3094289675355,hentes,4,5.008775587193668,1231.3383612697944,1231.3383612697944,1231.3383612697944, karton,down,2.931903204880655,1234.3135914765298,1234.3135914765298,4,2.158152579329908,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
4,mocsár,ananász,,,,,,,,,3,0,3,0,,,,,0,5,5,3,,,,,,1236.4888168321922,,,,,,,1237.4978543668985,1237.4978543668985,1237.4978543668985,1237.4978543668985,mocsár,4,7.285732688382268,1244.818074323237,1244.818074323237,1244.818074323237, ananász,down,2.924341395497322,1247.7681123903021,1247.7681123903021,4,1.3760358821600676,1237.4978543668985,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
2,kötény,tisztás,,,,,,,,,3,0,3,0,,,,,0,6,6,1,,,,,,1249.1722922539338,,,,,,,1250.181764264591,1250.181764264591,1250.181764264591,1250.181764264591,kötény,4,6.885180403478444,1257.0953750861809,1257.0953750861809,1257.0953750861809, ,down,1.4786655036732554,1258.612463021651,1258.612463021651,4,2.903120806440711,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
6,menta,triatlon,,,,,,,,,3,0,3,0,,,,,0,7,7,5,,,,,,1261.5377260083333,,,,,,,1262.546212750487,1262.546212750487,1262.546212750487,1262.546212750487,menta,4,8.112764928489923,1270.6940017445013,1270.6940017445013,1270.6940017445013, ,down,1.672224685549736,1272.396543723531,1272.396543723531,4,3.89255063328892,,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
10,málna,dominó,,,,,,,,,3,0,3,0,,,,,0,8,8,9,,,,,,1276.3125169500709,,,,,,,1277.318731168285,1277.318731168285,1277.318731168285,1277.318731168285,málna,4,10.014802579768002,1287.376191465184,1287.376191465184,1287.376191465184, ,down,2.07800374366343,1289.4844845132902,1289.4844845132902,4,3.588479682803154,1277.318731168285,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
9,szilva,kecske,,,,,,,,,3,0,3,0,,,,,0,9,9,8,,,,,,1293.0977440215647,,,,,,,1294.1123678535223,1294.1123678535223,1294.1123678535223,1294.1123678535223,kecske,4,14.838378294371068,1308.993300922215,1308.993300922215,1308.993300922215, ,down,4.571990435011685,1313.5943061569706,1313.5943061569706,4,4.616305424831808,1294.1123678535223,,,,,,,,,,,,,,,,,,,785280,2022-08-30_17h50.00.728,palt,2022.2.2,51.66486434510096,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.2583427466452,1318.2583427466452,,,,,,,,,
