itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,enc_repeat.thisRepN,enc_repeat.thisTrialN,enc_repeat.thisN,enc_repeat.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.rt,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,end_text.started,end_text.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,23.050354143604636,None,4,49.40545773040503,23.050354143604636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
2,lepke,szintetizátor,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,72.48745772661641,None,75.53021055785939,None,76.5094365621917,None,76.5094365621917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
4,kard,harcsa,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,82.49523289129138,None,83.5046862475574,None,83.5046862475574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
3,majoránna,szikla,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,89.49669804330915,None,90.50874861562625,None,90.50874861562625,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
1,sapka,beton,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,96.49196887714788,None,97.51214916165918,None,97.51214916165918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.49548853887245,None,4,35.0832978268154,103.49548853887245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
4,kard,harcsa,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,138.62838693987578,None,,,,,,,,,,,kard,139.63936796039343,None,4,1.7554004741832614,139.63936796039343,None,139.63936796039343,None,139.63936796039343,None, harcsa,141.45929079316556,None,141.45929079316556,None,return,3.903528867289424,141.45929079316556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
1,sapka,beton,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,145.40671792905778,None,,,,,,,,,,,beton,146.39991777017713,None,4,1.339679837692529,146.39991777017713,None,146.39991777017713,None,146.39991777017713,None," 
szikla
",147.78332917625085,None,147.78332917625085,None,return,2.635395472869277,147.78332917625085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
2,lepke,szintetizátor,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,150.45804552268237,None,,,,,,,,,,,lepke,151.47821492189541,None,4,1.1354206642135978,151.47821492189541,None,151.47821492189541,None,151.47821492189541,None," szintetizátor
",152.64498318405822,None,152.64498318405822,None,return,3.981510036624968,152.64498318405822,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
3,majoránna,szikla,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,156.66698565613478,None,,,,,,,,,,,majoránna,157.68660146323964,None,None,,157.68660146323964,None,157.68660146323964,None,157.68660146323964,None," 
",172.6693838275969,None,172.6693838275969,None,return,3.4770928099751472,172.6693838275969,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029724,2022_Mar_19_1621,palt,2021.1.2,60.00933173870582,
